DA-8712,Камчатское АП ОАО,Виргинские острова, Британские
NT-9094,АТРАН,Бонайре, Саба и Синт-Эстатиус
OV-7938,КрасАвиа,Иран, Исламская Республика
FK-5575,МЧС России ФГУАП,Виргинские острова, США
BT-1555,БАРКОЛ,Гайана
XT-4305,Дельта К,Камерун
VN-4101,Северо-Запад,Гуам
MU-7757,Северный Ветер,Вьетнам
UQ-5620,Амур,Виргинские острова, США
RH-4261,Саратовские авиалинии,Гамбия
PO-7805,Летные  проверки и системы,Ангилья
eJ-3082,Икар ООО,Вьетнам
ST-3650,Ельцовка АП ЗАО,Вануату
WS-5892,Ред Вингс АО,Джерси
KY-2838,МАЦ,Казахстан
PK-9716,Полярные авиалинии АО,Бразилия
KR-5774,ВЕКТОР АПК ООО,Германия
MB-5401,ТУРУХАН,Германия
AZ-3077,Амурская авиабаза,Кения
DJ-5346,Авиакомпания «Лайт Эйр»,Гвинея-Бисау
eO-9741,СИРИУС-АЭРО,Аруба
UN-5562,Икар ООО,Бангладеш
VS-4872,РОЯЛ ФЛАЙТ,Доминиканская Республика
MP-8961,Уральские авиалинии,Венгрия
WX-1653,ВОЛГА-ДНЕПР,Йемен
QU-6035,Тулпар Эйр,Бельгия
DI-9900,Россия Авиакомпания АО,Антигуа и Барбуда
LW-1942,Таймыр ОАО,Йемен
DQ-4333,Вертикаль-Т ООО,Грузия
UO-7193,Аэросервис (Чита),Боливия, Многонациональное Государство
AJ-4241,РКП «АК «Тува Авиа»,Ирландия
BO-5902,Петрозаводск Аэропорт,Албания
XQ-2333,Полярные авиалинии АО,Австралия
UN-2224,СЕВЕРСТАЛЬ АП ООО,Испания
eW-4664,ВИМ-АВИА,Гвинея
UC-4769,РусДжет,Гибралтар
NV-2500,Когалымавиа ООО,Абхазия
WL-5611,Икар ООО,Гаити
TN-9761,Нордавиа-регион.АЛ,Гватемала
XQ-6275,Ельцовка АП ЗАО,Бутан
TN-9949,Северный Ветер,Катар
AA-1809,Аэрофлот ПАО,Корея, Республика
SS-6208,АЗУР эйр,Беларусь
HF-3593,АэроГео,Армения
FX-3475,Уктус,Гвинея-Бисау
XF-9540,Казанское авиапредприятие,Антигуа и Барбуда
AJ-6449,Ижавиа ОАО,Гонконг
Se-8721,Геликс,Ангилья
NA-2958,Аврора,Алжир
DH-8309,РОЯЛ ФЛАЙТ,Доминиканская Республика
FP-7772,БАРКОЛ,Гондурас
Te-4260,Аврора,Конго
VR-4038,АТРАН,Британская территория в Индийском океане
IG-2980,Россия Авиакомпания АО,Босния и Герцеговина
RA-6696,Сибирь,Алжир
US-7830,Амур,Джибути
Ke-3978,АРКТИКА,Дания
RW-6742,Авиакон Цитотранс,Гваделупа
GX-3702,Авиакомпания «Лайт Эйр»,Корея, Республика
OR-8433,Нордавиа-регион.АЛ,Конго
DQ-1048,Авиа Менеджмент Груп,Багамы
TZ-7503,ВЕКТОР АПК ООО,Кипр
NX-6750,Газпром авиа ООО,Андорра
XP-9933,Норильск Авиа,Казахстан
ZD-6794,Таймыр ОАО,Замбия
LR-3122,Нарьян-Марский ОАО,Гамбия
BY-8353,АэроБратск,Доминиканская Республика
YV-5819,Авиалифт Владивосток,Бангладеш
KD-7565,КрасАвиа,Испания
SG-5608,МАЦ,Катар
MA-9822,Тулпар Эйр,Вьетнам
CN-6143,Меридиан,Кабо-Верде
RJ-7095,РОЯЛ ФЛАЙТ,Бурунди
LJ-3555,Комиавиатранс ОАО,Ангилья
Pe-4551,АРКТИКА,Испания
RP-8530,ДОНАВИА,Коста-Рика
AS-2410,ЛУКОЙЛ-АВИА ООО,Бермуды
HT-8581,АЭРОКУЗБАСС,Босния и Герцеговина
QH-1824,Уральские авиалинии,Гана
HU-8297,Тулпар Эйр,Китай
OW-7736,ЛУКОЙЛ-АВИА ООО,Колумбия
VF-1136,РусДжет,Багамы
VM-3219,Ельцовка АП ЗАО,Грузия
PM-5944,Газпром авиа ООО,Венгрия
QT-4253,ДОНАВИА,Бахрейн
RU-2775,Камчатское АП ОАО,Венгрия
ZG-9133,РОЯЛ ФЛАЙТ,Кабо-Верде
HF-6601,ВЕКТОР АПК ООО,Багамы
IY-4286,Икар ООО,Бурунди
NY-7592,Сибирь,Индия
WF-9792,Арго,Гвинея
GZ-9953,АэроБратск,Камбоджа
OK-6246,Абакан Эир,Корея, Республика
ST-7269,Ижавиа ОАО,Бурунди
RO-8235,Тулпар Эйр,Дания
PP-5955,КрасАвиа,Бутан
AX-3850,Тулпар Эйр,Конго, Демократическая Республика
MN-9494,ПАНХ АК ООО (Улан-Удэ),Джибути
HR-7899,Казанское авиапредприятие,Боливия, Многонациональное Государство
eS-2363,ВОЛГА-ДНЕПР,Кирибати
WR-1159,Авиакомпания СОКОЛ,Замбия
AQ-8236,РКП «АК «Тува Авиа»,Киргизия
BK-9918,Авиакон Цитотранс,Бразилия
OI-8024,Оренбургские АЛ АО,Кабо-Верде
ID-5238,ТУРУХАН,Багамы
GO-3589,Нордавиа-регион.АЛ,Бахрейн
XH-9611,Саратовские авиалинии,Алжир
GL-4103,Нордавиа-регион.АЛ,Бельгия
HL-3562,РКП «АК «Тува Авиа»,Бахрейн
eO-2825,Глобус,Италия
SR-9150,Россия Авиакомпания АО,Бангладеш
YK-6476,Аэросервис (Даг.),Гана
VI-8381,Бурал,Замбия
WJ-4819,Геликс,Казахстан
PQ-2503,Вертикаль-Т ООО,Аргентина
SU-8096,Россия СЛО,Австрия
GS-6791,РКП «АК «Тува Авиа»,Бруней-Даруссалам
SK-2605,Псковавиа,Киргизия
XO-8226,Ангара АК ЗАО,Бруней-Даруссалам
NV-6876,Арт Авиа,Беларусь
WM-3389,ВЕКТОР АПК ООО,Гвинея
OG-9226,СЕВЕРСТАЛЬ АП ООО,Дания
IU-3779,СИБИА,Боливия, Многонациональное Государство
TY-8886,Амурская авиабаза,Кения
FW-9246,Амурская авиабаза,Бонайре, Саба и Синт-Эстатиус
HO-6019,АэроГео,Колумбия
MN-3553,РусЛайн,Коморы
GL-5054,Дельта К,Австралия
CK-4962,АэроБратск,Дания
ZW-5181,Газпром авиа ООО,Индонезия
UT-8393,Россия Авиакомпания АО,Камбоджа
JZ-2846,Арго,Болгария
Xe-2676,Восток,Кирибати
TT-9856,Восток,Исландия
IQ-6902,Таймыр ОАО,Ирак
ZV-4439,Авиакомпания «Лайт Эйр»,Гвинея
DZ-7541,Петрозаводск Аэропорт,Албания
MT-4482,РУССЭЙР,Австралия
TA-3861,ЛУКОЙЛ-АВИА ООО,Абхазия
TM-2146,Абакан Эир,Казахстан
RO-5016,Дальнереченск Авиа,Абхазия
VD-6217,АэроБратск,Венгрия
CC-3511,Авиалифт Владивосток,Болгария
PD-1073,ВИМ-АВИА,Кабо-Верде
IH-3377,Вертикаль-Т ООО,Израиль
JU-9928,Геликс,Германия
VD-6417,Дельта К,Гана
MK-5891,СИБИА,Гернси
QV-8693,Авиастар-ТУ,Гренада
MM-1163,МЧС России ФГУАП,Багамы
De-9381,Авиасервис (Казань) (ИНН 1624446694),Египет
RO-2415,Авиа Менеджмент Груп,Грузия
XO-3805,Полярные авиалинии АО,Катар
BQ-1117,Вертикаль-Т ООО,Египет
GI-3838,Псковавиа,Болгария
LD-9217,Ай Флай,Гвинея
SY-8072,РусЛайн,Ангола
JR-1454,Саратовские авиалинии,Камерун
YI-9900,РКП «АК «Тува Авиа»,Коморы
SP-2458,ПАНХ АК ООО (Улан-Удэ),Италия
RJ-4585,Ельцовка АП ЗАО,Греция
ZL-9569,ВИТЯЗЬ-АЭРО АК ООО,Зимбабве
LU-5574,Роствертол-Авиа, ЗАО,Камбоджа
RO-2742,Норильск Авиа,Антарктида
RW-5935,Икар ООО,Кокосовые (Килинг) острова
WC-9376,ИрАэро АК АО,Гваделупа
KB-4064,Аэросервис (Даг.),Босния и Герцеговина
GU-9038,ДОНАВИА,Израиль
UL-2938,Нижневартовскавиа,Бурунди
IR-7413,Авиа Менеджмент Груп,Виргинские острова, Британские
PG-2772,Россия Авиакомпания АО,Бермуды
YG-9501,Аэрофлот ПАО,Казахстан
RR-9592,ПАНХ АК ООО (Улан-Удэ),Боливия, Многонациональное Государство
AS-2868,Глобус,Ангилья
DH-9707,Авиа Менеджмент Груп,Белиз
GJ-5182,Аэрофлот ПАО,Италия
RR-3689,РусДжет,Кокосовые (Килинг) острова
IT-7805,Бурал,Гана
SY-1556,МЧС России ФГУАП,Бельгия
SP-2417,АЭРОКУЗБАСС,Андорра
BN-2088,Аэрофлот ПАО,Греция
VI-9225,Сибирь,Боливия, Многонациональное Государство
RO-8334,Амур,Израиль
LX-8941,АЛРОСА Авиакомпания АО,Грузия
eP-6376,СИБИА,Болгария
IW-4076,Норильск Авиа,Беларусь
GW-4444,Нижневартовскавиа,Катар
HH-7239,ЛУКОЙЛ-АВИА ООО,Белиз
NC-8073,Северный Ветер,Гибралтар
TH-7296,Петрозаводск Аэропорт,Бурунди
YB-3367,Аэросервис (Даг.),Бельгия
XC-2666,АЭРОКУЗБАСС,Конго, Демократическая Республика
MC-9366,Летные  проверки и системы,Кения
UP-4556,Космос,Гана
SA-8495,Глобус,Виргинские острова, США
YW-1138,ВЕКТОР АПК ООО,Гаити
BJ-1847,Петрозаводск Аэропорт,Бурунди
CV-5339,ПАНХ АК ООО (Улан-Удэ),Конго, Демократическая Республика
MA-2123,ВИТЯЗЬ-АЭРО АК ООО,Индонезия
XV-9321,Меридиан,Буркина-Фасо
LB-4550,АэроБратск,Камерун
QI-2323,КрасАвиа,Корея, Республика
IU-9863,Комиавиатранс ОАО,Кокосовые (Килинг) острова
XL-2648,Дальнереченск Авиа,Болгария
HH-6236,Норильск Авиа,Гренада
SJ-9850,ЛУКОЙЛ-АВИА ООО,Габон
DF-2769,РусЛайн,Аргентина
Qe-4217,Авиасервис (Казань) (ИНН 1624446694),Австрия
FA-1005,Комиавиатранс ОАО,Казахстан
XQ-3998,Геликс,Гибралтар
Ye-8579,Вертикаль-Т ООО,Канада
We-2033,Дальнереченск Авиа,Бурунди
DC-6287,Аэросервис (Чита),Камбоджа
SR-7434,Северо-Запад,Гренада
Ve-5214,Костромское АП ОАО,Грузия
ZU-1461,Норильск Авиа,Бенин
QS-9743,Авиасервис (Казань) (ИНН 1624446694),Венесуэла Боливарианская Республика
MR-6187,Арго,Италия
WU-1971,Балтийские авиалинии,Киргизия
LI-6731,АТРАН,Катар
OW-1873,Аэрофлот ПАО,Бермуды
AK-6606,Оренбургские АЛ АО,Гондурас
NO-2315,РусЛайн,Виргинские острова, США
WK-8671,Дельта К,Бразилия
GZ-6826,Нордавиа-регион.АЛ,Грузия
GO-1597,Уктус,Джибути
NT-2244,Авиастар-ТУ,Бруней-Даруссалам
KW-8217,ЛУКОЙЛ-АВИА ООО,Абхазия
YV-2670,СИРИУС-АЭРО,Афганистан
IY-8198,Уральские авиалинии,Кения
JK-9498,Вертикаль-Т ООО,Колумбия
ZC-1671,Космос,Бангладеш
AJ-8092,ВОЛГА-ДНЕПР,Камерун
NK-4886,Бурал,Гренландия
UT-1797,Балтийские авиалинии,Западная Сахара
WC-8490,Уральские авиалинии,Замбия
RM-1764,Авиасервис (Казань) (ИНН 1624446694),Бельгия
NI-5426,Ред Вингс АО,Бразилия
TO-6201,ПАНХ АК ООО (Улан-Удэ),Афганистан
ZM-1322,Саратовские авиалинии,Бруней-Даруссалам
OF-1399,Петрозаводск Аэропорт,Белиз
DN-7238,Петрозаводск Аэропорт,Бермуды
QG-5291,Россия Авиакомпания АО,Йемен
IL-2135,РКП «АК «Тува Авиа»,Грузия
MO-4282,ВИМ-АВИА,Гваделупа
KI-3263,РКП «АК «Тува Авиа»,Катар
TD-5860,Россия СЛО,name
VW-7426,РУССЭЙР,Джибути
JZ-4718,ДОНАВИА,Андорра
LT-9188,Вертикаль-Т ООО,Кения
CR-9766,КрасАвиа,Виргинские острова, Британские
Ke-2326,Нижневартовскавиа,Виргинские острова, США
VK-8228,Роствертол-Авиа, ЗАО,Афганистан
RF-7528,Полярные авиалинии АО,Барбадос
DM-2125,Ай Флай,Канада
eF-2059,СИРИУС-АЭРО,Гайана
QU-2383,Аврора,Гонконг
VA-4088,СЕВЕРСТАЛЬ АП ООО,Ирландия
eJ-9106,Таймыр ОАО,Белиз
HA-8063,СИМАРГЛ,Барбадос
SX-5281,Когалымавиа ООО,Гондурас
FM-3433,СЕВЕРСТАЛЬ АП ООО,Ирландия
YH-1671,ЛУКОЙЛ-АВИА ООО,Камбоджа
FX-8779,Авиакомпания «Лайт Эйр»,Ирак
CG-3893,СИРИУС-АЭРО,Индонезия
XN-5342,Амур,Китай
FW-1994,Меридиан,Британская территория в Индийском океане
ID-3186,Победа,Албания
eL-7771,Универсал-Авиа ГУП РК,Албания
PG-8959,Аэросервис (Чита),Барбадос
FL-9831,Костромское АП ОАО,Бангладеш
IN-1528,Ред Вингс АО,Коморы
WK-7322,Победа,Аргентина
KR-1505,Победа,Гвинея-Бисау
AC-1234,Уктус,Алжир
NU-8412,Тулпар Эйр,Ангилья
IJ-7457,Северный Ветер,Азербайджан
AY-2660,Алтайские Авиалинии,Вьетнам
GD-2091,Нижневартовскавиа,Кипр
SB-2177,АЗУР эйр,Гондурас
FU-4128,Арго,Андорра
BL-4523,ПАНХ АК ООО (Улан-Удэ),Гамбия
Be-6779,ВЕКТОР АПК ООО,Конго
WS-4175,СИБИА,Западная Сахара
eH-3303,БАРКОЛ,Гвинея-Бисау
TF-9684,Оренбургские АЛ АО,name
GW-9877,СЕВЕРСТАЛЬ АП ООО,Кокосовые (Килинг) острова
HD-1613,Амурская авиабаза,Бенин
HO-3548,Псковавиа,Гайана
Re-8651,РусДжет,Гвинея-Бисау
SV-8024,Победа,Грузия
QZ-1476,МЧС России ФГУАП,Ангола
Xe-1781,СИМАРГЛ,Бахрейн
PB-6520,АЛРОСА Авиакомпания АО,Аруба
PC-5910,МАЦ,Замбия
JP-7741,Дальнереченск Авиа,Кения
QB-3207,Аэросервис (Чита),Дания
GH-3706,Таймыр ОАО,Камерун
PY-7668,Авиалифт Владивосток,Израиль
SU-3674,Космос,Корея, Республика
ZM-3649,ВИТЯЗЬ-АЭРО АК ООО,Буркина-Фасо
ZN-7112,ВЕКТОР АПК ООО,Колумбия
CI-8287,Авиа Менеджмент Груп,Бенин
QX-7256,Нижневартовскавиа,Корея, Республика
He-1219,Победа,Иордания
ZF-3197,Аэросервис (Даг.),Бельгия
AP-6655,Геликс,Корея, Республика
IB-3306,Россия Авиакомпания АО,Вануату
ZI-2365,РУССЭЙР,Бермуды
MO-1050,БАРКОЛ,Болгария
RF-3911,АЗУР эйр,Бенин
LQ-3027,ВИМ-АВИА,Багамы
LW-1838,Авиакомпания СОКОЛ,Абхазия
YD-6511,Нарьян-Марский ОАО,Западная Сахара
DF-9400,Конверс Авиа,Американское Самоа
DK-8938,АЗУР эйр,Иран, Исламская Республика
LQ-7961,Оренбургские АЛ АО,Камбоджа
QQ-7804,Камчатское АП ОАО,Корея, Народно-Демократическая Республика
RR-3233,Таймыр ОАО,Бурунди
MG-6209,Саратовские авиалинии,Американское Самоа
IP-5530,Аврора,Буркина-Фасо
CY-5539,Полярные авиалинии АО,Босния и Герцеговина
eX-9053,СЕВЕРСТАЛЬ АП ООО,Бангладеш
OQ-6308,Роствертол-Авиа, ЗАО,Албания
AL-9384,ПАНХ НПК ОАО,Ирак
eR-1977,Аэросервис (Даг.),Бангладеш
SR-6976,Ангара АК ЗАО,Буркина-Фасо
ZJ-6756,Казанское авиапредприятие,Гренада
XO-9364,Абакан Эир,Белиз
KC-9092,Амур,Колумбия
JU-6917,АЭРОКУЗБАСС,Иордания
OD-4685,Конверс Авиа,Ангилья
Re-8334,Алтайские Авиалинии,Замбия
BW-2783,Авиасервис (Казань) (ИНН 1624446694),Гондурас
ZM-3789,ВОЛГА-ДНЕПР,Замбия
GW-5948,СКОЛ,Коста-Рика
HA-6072,АЭРОКУЗБАСС,Ангола
TG-1024,АТРАН,Гренада
DV-4182,АЭРОКУЗБАСС,Киргизия
NA-2042,Саратовские авиалинии,Гвинея
YZ-9891,ВЕКТОР АПК ООО,Бруней-Даруссалам
ZC-4804,Авиалифт Владивосток,Буркина-Фасо
OJ-5911,Таймыр ОАО,Албания
XH-7910,Авиакон Цитотранс,Ирак
BK-1602,Грозный Авиа ПАО,Киргизия
BK-9967,Геликс,Доминика
ST-8378,Уктус,Венесуэла Боливарианская Республика
FM-2496,Авиакомпания СОКОЛ,Австрия
YN-2847,Россия Авиакомпания АО,Камерун
TN-5142,АТРАН,Гватемала
JZ-3993,Оренбургские АЛ АО,Гваделупа
HN-7528,Авиастар-ТУ,Австралия
ZC-1528,Норильск Авиа,Афганистан
FI-4368,Казанское авиапредприятие,Ангола
UL-6997,ПАНХ АК ООО (Улан-Удэ),Камбоджа
VP-9818,АэроБратск,Афганистан
eQ-8928,Вертикаль-Т ООО,Грузия
Le-8203,Аэропорт Оренбург,Камбоджа
QS-6283,Меридиан,Афганистан
LU-2361,Саратовские авиалинии,Боливия, Многонациональное Государство
OX-1021,Победа,Гана
MZ-9079,Камчатское АП ОАО,Бельгия
VY-1159,Газпром авиа ООО,Бангладеш
RY-9895,Северо-Запад,Канада
FQ-1513,Амур,Андорра
LQ-2783,Алтайские Авиалинии,Индия
GA-4580,Костромское АП ОАО,Замбия
eJ-1865,СиЛА,Бразилия
IQ-5991,Россия Авиакомпания АО,Гонконг
DP-7418,Универсал-Авиа ГУП РК,Бенин
OO-1964,Икар ООО,Буркина-Фасо
BH-7174,Конверс Авиа,Колумбия
LZ-8482,ТУРУХАН,Армения
WS-8101,СИМАРГЛ,Гернси
BS-7262,Грозный Авиа ПАО,Австралия
GO-7836,Костромское АП ОАО,Греция
GX-2145,Ельцовка АП ЗАО,Египет
JR-1687,МЧС России ФГУАП,Барбадос
AS-3242,МАЦ,Иордания
SY-9902,Псковавиа,Беларусь
XV-7257,Уральские авиалинии,Бурунди
SJ-2213,СКОЛ,Белиз
IB-5891,РКП «АК «Тува Авиа»,Западная Сахара
CD-7517,ВОЛГА-ДНЕПР,Вьетнам
OG-4206,АТРАН,Камерун
HO-6266,Геликс,Гренада
KN-6970,Аэропорт Оренбург,Гватемала
RI-7266,Сибирь,Бруней-Даруссалам
IO-4725,Уральские авиалинии,Индонезия
OF-4552,Нордавиа-регион.АЛ,Антарктида
VP-5717,Авиалифт Владивосток,Германия
eA-6625,Камчатское АП ОАО,Коста-Рика
ML-1180,ВЗЛЕТ НПО, ЗАО,Ирландия
MJ-6261,Аэролимузин,Ирландия
RW-1349,Летные  проверки и системы,Греция
SB-5095,Оренбургские АЛ АО,Германия
VL-3952,Космос,Вануату
LB-9377,Нарьян-Марский ОАО,Абхазия
eL-4205,Норильск Авиа,Канада
RM-9628,Северный Ветер,Габон
PT-2724,СИБИА,Иордания
KP-8435,АРКТИКА,Гвинея
WI-5187,Авиашельф,name
IR-4080,ВОЛГА-ДНЕПР,Багамы
WW-2247,Грозный Авиа ПАО,Гана
MX-2745,Костромское АП ОАО,Ирак
De-9943,Нордавиа-регион.АЛ,Гана
DN-8883,РусДжет,Беларусь
HW-9110,Авиасервис (Казань) (ИНН 1624446694),Белиз
VT-2628,Аэросервис (Чита),Гватемала
LI-3659,Авиакомпания СОКОЛ,Колумбия
JU-4078,Ижавиа ОАО,Доминика
CS-3868,Авиакон Цитотранс,Джерси
VJ-6560,Дельта К,Гибралтар
SZ-2335,Аэрофлот ПАО,Джибути
LC-4761,ПАНХ АК ООО (Улан-Удэ),Албания
CR-4035,Аэросервис (Даг.),Багамы
BH-5513,РусДжет,Боливия, Многонациональное Государство
eC-4852,Джет Эйр Групп,Гвинея
TB-7523,Уктус,Вьетнам
XG-9254,СИМАРГЛ,Египет
XL-1820,Вертикаль-Т ООО,Белиз
Ve-4035,Камчатское АП ОАО,Израиль
QK-2682,ВЗЛЕТ НПО, ЗАО,Египет
FD-8157,ВИТЯЗЬ-АЭРО АК ООО,Виргинские острова, Британские
IF-7631,Псковавиа,Конго, Демократическая Республика
XY-2141,ВИТЯЗЬ-АЭРО АК ООО,Багамы
HS-9299,Таймыр ОАО,Канада
ZG-4458,Псковавиа,Андорра
RZ-4559,Оренбургские АЛ АО,Катар
SZ-8118,МЧС России ФГУАП,Албания
WU-8024,МЧС России ФГУАП,Габон
WP-6335,Вологодское АП,Конго, Демократическая Республика
FR-6136,ПАНХ НПК ОАО,Белиз
ZT-6375,Амур,Индия
QA-6273,Летные  проверки и системы,Конго, Демократическая Республика
RU-8848,РусДжет,Доминиканская Республика
QA-4693,АРКТИКА,Алжир
VG-4687,Авиакомпания СОКОЛ,Бангладеш
FS-4443,АэроГео,Конго
NX-2750,Саратовские авиалинии,Афганистан
MY-2406,Победа,Камерун
VO-9416,СИМАРГЛ,Конго, Демократическая Республика
RI-8383,Ижавиа ОАО,Германия
XC-1498,ПАНХ АК ООО (Улан-Удэ),Германия
XO-2151,Дельта К,Гибралтар
MT-8958,РКП «АК «Тува Авиа»,Германия
IF-4495,СиЛА,Гаити
Ve-2745,ТУРУХАН,Афганистан
Ye-3215,Нижневартовскавиа,Конго
ZF-9889,Авиа Менеджмент Груп,Гана
FT-3194,АЭРОКУЗБАСС,Иран, Исламская Республика
TF-9770,Сибирь,Вьетнам
OX-9220,Оренбургские АЛ АО,Бермуды
CZ-2179,Конверс Авиа,Гана
MC-2520,АРКТИКА,Греция
CS-7786,ВИМ-АВИА,Антарктида
IF-5104,Ельцовка АП ЗАО,Гуам
Oe-4105,Авиасервис (Казань) (ИНН 1624446694),Испания
LB-8537,Победа,Китай
GD-3461,РусДжет,Индонезия
eF-5945,Ангара АК ЗАО,Доминиканская Республика
PA-8083,Уральские авиалинии,Киргизия
UM-5790,Псковавиа,Болгария
eV-2845,Северо-Запад,Белиз
XI-8503,Алтайские Авиалинии,Вануату
WY-9947,Космос,Аргентина
AN-1890,Аэросервис (Чита),Абхазия
BK-1375,АТРАН,Бонайре, Саба и Синт-Эстатиус
VO-5953,БАРКОЛ,Камерун
CG-7357,Джет Эйр Групп,Гайана
DM-6065,Аэросервис (Даг.),Виргинские острова, Британские
YV-3346,Абакан Эир,name
QA-7957,Геликс,Габон
MW-5340,Универсал-Авиа ГУП РК,Боливия, Многонациональное Государство
NG-7256,Победа,Бельгия
KV-4314,СИМАРГЛ,Исландия
TA-2747,Амур,Гвинея-Бисау
MX-6882,Авиастар-ТУ,Камбоджа
OI-5196,СИМАРГЛ,Босния и Герцеговина
XH-7182,Уктус,Ангилья
XV-8403,Икар ООО,Аруба
ST-7475,Аврора,Гондурас
VQ-8989,Ред Вингс АО,Антигуа и Барбуда
AQ-2979,Роствертол-Авиа, ЗАО,Австралия
VK-7203,Авиакомпания «Лайт Эйр»,Беларусь
NA-2122,Аэросервис (Даг.),Ирландия
LZ-1807,СиЛА,Вануату
LV-4889,Роствертол-Авиа, ЗАО,Австрия
YT-2638,Газпром авиа ООО,Ангилья
eG-9416,Ангара АК ЗАО,Джерси
DT-6686,Камчатское АП ОАО,Абхазия
DG-8197,Аэросервис (Чита),Йемен
TO-4527,Вологодское АП,Гана
NA-7464,Газпром авиа ООО,Казахстан
NP-2689,ВЗЛЕТ НПО, ЗАО,Бермуды
OL-6894,МАЦ,Йемен
CO-1855,Комиавиатранс ОАО,Кабо-Верде
RJ-5814,Когалымавиа ООО,Босния и Герцеговина
YD-8742,СКОЛ,Боливия, Многонациональное Государство
RZ-3156,Уктус,Болгария
KG-8410,Вологодское АП,Камбоджа
HK-8354,Ред Вингс АО,Йемен
GF-4130,МАЦ,Джибути
GN-8528,Амур,Киргизия
XO-6704,Камчатское АП ОАО,Австралия
RT-4958,Авиакомпания «Лайт Эйр»,Гвинея-Бисау
DA-6996,РОЯЛ ФЛАЙТ,Германия
HB-4133,Арго,Австрия
JX-2743,Уральские авиалинии,Гондурас
RF-6269,АэроГео,Гуам
JW-6970,АэроБратск,Гайана
AT-7693,Оренбургские АЛ АО,Кокосовые (Килинг) острова
QD-6049,Универсал-Авиа ГУП РК,Алжир
XW-8664,Авиакомпания «Лайт Эйр»,Виргинские острова, Британские
TU-9687,Когалымавиа ООО,Болгария
AQ-5006,ВОЛГА-ДНЕПР,Корея, Народно-Демократическая Республика
DG-5614,ВОЛГА-ДНЕПР,Ботсвана
FI-2878,Уральские авиалинии,Венесуэла Боливарианская Республика
ZN-3158,Конверс Авиа,Замбия
eG-9776,Саратовские авиалинии,Кирибати
OD-2021,Восток,Казахстан
SJ-3982,Нарьян-Марский ОАО,Гана
PU-3652,Аэропорт Оренбург,Ирландия
MM-2580,Ангара АК ЗАО,Индия
KV-9551,Ай Флай,Бурунди
ZH-3675,ВЗЛЕТ НПО, ЗАО,Бонайре, Саба и Синт-Эстатиус
DL-3820,СИМАРГЛ,Ангола
CF-7962,Ельцовка АП ЗАО,Катар
OB-2521,АЗУР эйр,Гернси
RR-3149,Авиашельф,Конго, Демократическая Республика
JF-7458,Комиавиатранс ОАО,Вануату
QL-7876,Аэролимузин,Киргизия
OX-7364,АТРАН,Дания
YH-5871,Камчатское АП ОАО,Гондурас
RW-4090,АТРАН,Конго, Демократическая Республика
PA-6968,ИрАэро АК АО,Зимбабве
VJ-5324,Саратовские авиалинии,Гваделупа
GP-6828,Роствертол-Авиа, ЗАО,Джерси
ZF-4339,Уктус,Бразилия
US-2450,ИрАэро АК АО,Коста-Рика
UD-8039,Норильск Авиа,Греция
DT-5214,Авиастар-ТУ,Конго
ZI-8846,АЗУР эйр,Кирибати
GV-8854,Северо-Запад,Кабо-Верде
HR-5911,АЗУР эйр,Алжир
PP-4822,Аэрофлот ПАО,Багамы
KU-8245,РусДжет,Барбадос
LP-6230,СИРИУС-АЭРО,Гватемала
FW-8335,ПАНХ АК ООО (Улан-Удэ),Джерси
FY-8832,Уральские авиалинии,Вьетнам
FQ-6490,Амур,Кипр
IL-9129,Россия Авиакомпания АО,Кокосовые (Килинг) острова
WJ-3467,Казанское авиапредприятие,Бангладеш
VN-1056,ПАНХ НПК ОАО,Коста-Рика
ZF-3947,Камчатское АП ОАО,Албания
SA-8938,СИРИУС-АЭРО,Босния и Герцеговина
SZ-7397,СЕВЕРСТАЛЬ АП ООО,Гернси
JO-5355,Балтийские авиалинии,Австралия
XP-1512,Камчатское АП ОАО,Кипр
SW-4126,МАЦ,Колумбия
NB-9041,ПАНХ НПК ОАО,Ботсвана
DM-1396,Меридиан,Доминиканская Республика
KQ-7153,КрасАвиа,Джибути
LZ-6654,КрасАвиа,Бонайре, Саба и Синт-Эстатиус
PS-5397,РКП «АК «Тува Авиа»,Кения
OX-2329,АЭРОКУЗБАСС,Иордания
RC-2258,ВИМ-АВИА,Бонайре, Саба и Синт-Эстатиус
NO-1867,ДОНАВИА,Ирак
VU-4290,Когалымавиа ООО,Бруней-Даруссалам
LA-8889,СИМАРГЛ,Кабо-Верде
NK-7252,Арт Авиа,Бурунди
CX-9243,РУССЭЙР,Израиль
Ie-3749,РКП «АК «Тува Авиа»,Израиль
SJ-1513,Нордавиа-регион.АЛ,Ангола
ZS-6703,ПАНХ АК ООО (Улан-Удэ),Канада
QM-5168,АЭРОКУЗБАСС,Бурунди
AP-9483,Нижневартовскавиа,Кения
FO-9110,Газпром авиа ООО,Доминика
UL-6027,Уральские авиалинии,Киргизия
LY-1215,ДОНАВИА,Египет
YT-1857,Когалымавиа ООО,Бангладеш
JQ-4814,КрасАвиа,Джибути
LJ-5139,АэроБратск,Армения
HN-5651,Таймыр ОАО,Белиз
DX-5822,Когалымавиа ООО,Гайана
Fe-3976,Балтийские авиалинии,Иордания
GC-5997,СЕВЕРСТАЛЬ АП ООО,Джерси
OJ-2609,СИБИА,Бруней-Даруссалам
BH-3490,Авиа Менеджмент Груп,Бангладеш
